  0.750000000  0.000000000 -0.000000000      12
       1       1  -39.387180747  -49.503507113
       1       2  -18.967689550  -24.849521357
       1       3   -1.038333239   -4.641418542
       1       4    0.196483569   -3.205303410
       1       5    0.196486544   -3.205300434
       1       6   10.205594378   12.163304107
       1       7   17.692183944   20.086961649
       1       8   20.240321183   22.840860789
       1       9   20.240322561   22.840862167
       1      10   26.635837887   29.161427563
       1      11   27.212405692   29.583034367
       1      12   27.212407880   29.583036554
  0.750000000  0.000000000  0.250000000      12
       1       1  -39.356067381  -49.495735240
       1       2  -18.720679956  -24.564382939
       1       3   -1.523839678   -5.210931702
       1       4   -1.002495198   -4.579437573
       1       5    0.077241532   -3.352094024
       1       6   11.913848804   14.067049788
       1       7   15.558624850   17.951755729
       1       8   19.166567730   21.779707085
       1       9   19.170774987   21.807742798
       1      10   28.615373240   30.876627860
       1      11   28.654243931   31.290745577
       1      12   28.701958128   31.123891971
  0.750000000  0.000000000  0.500000000      12
       1       1  -39.347067597  -49.507849113
       1       2  -18.615643706  -24.447206470
       1       3   -2.034415992   -5.776245146
       1       4   -0.838084272   -4.396840035
       1       5   -0.302526142   -3.796188264
       1       6   12.778871091   15.012969926
       1       7   15.599049173   18.045966676
       1       8   18.465280416   20.956040597
       1       9   19.275941734   22.002701275
       1      10   23.715689474   26.147397876
       1      11   32.536888402   35.187901325
       1      12   33.251485312   35.837990998
  0.750000000  0.000000000  0.750000000      12
       1       1  -39.376749931  -49.532012753
       1       2  -18.870816322  -24.738494707
       1       3   -1.099417283   -4.678337373
       1       4   -0.187275555   -3.654814766
       1       5   -0.187272856   -3.654812067
       1       6   11.257633091   13.375940117
       1       7   18.560621577   20.474516820
       1       8   19.452242834   21.953734029
       1       9   20.271455499   23.038322382
       1      10   20.271456929   23.038323811
       1      11   32.609787830   35.229505044
       1      12   32.609788987   35.229506201
  0.750000000  0.250000000 -0.000000000      12
       1       1  -39.356067379  -49.496124524
       1       2  -18.720680017  -24.564340417
       1       3   -1.523839882   -5.210810400
       1       4   -1.002492328   -4.579436223
       1       5    0.077239033   -3.352181402
       1       6   11.913847721   14.067179254
       1       7   15.558625738   17.951863678
       1       8   19.166566772   21.779604837
       1       9   19.170775007   21.807642160
       1      10   28.615372439   30.876579715
       1      11   28.654245229   31.290844928
       1      12   28.701960463   31.123827184
  0.750000000  0.250000000  0.250000000      12
       1       1  -39.347067592  -49.507667974
       1       2  -18.615643777  -24.444988744
       1       3   -2.034413663   -5.775339651
       1       4   -0.838085068   -4.390739911
       1       5   -0.302527719   -3.794104870
       1       6   12.778868976   15.000195559
       1       7   15.599051038   18.049477431
       1       8   18.465281221   20.957079561
       1       9   19.275941381   21.993834821
       1      10   23.715689927   26.147859571
       1      11   32.536889257   35.184578470
       1      12   33.251486457   35.841061420
  0.750000000  0.250000000  0.500000000      12
       1       1  -39.338280464  -49.505296524
       1       2  -18.506880350  -24.334906895
       1       3   -1.749282738   -5.426903301
       1       4   -1.749280663   -5.426901227
       1       5   -0.466693788   -4.004863401
       1       6   14.821955452   17.294897450
       1       7   14.821956602   17.294898600
       1       8   17.158728454   19.615156284
       1       9   18.982836223   21.556288666
       1      10   27.071661935   29.580378991
       1      11   27.071662685   29.580379741
       1      12   33.601350321   36.361970355
  0.750000000  0.250000000  0.750000000      12
       1       1  -39.347067594  -49.507174963
       1       2  -18.615643757  -24.445116383
       1       3   -2.034414733   -5.777171619
       1       4   -0.838085150   -4.396216424
       1       5   -0.302526376   -3.796996685
       1       6   12.778870211   15.018195890
       1       7   15.599049948   18.041886499
       1       8   18.465280403   20.950942547
       1       9   19.275940993   22.009841880
       1      10   23.715690053   26.146686182
       1      11   32.536889082   35.190870821
       1      12   33.251486367   35.834950554
  0.750000000  0.500000000 -0.000000000      12
       1       1  -39.347067596  -49.507678402
       1       2  -18.615643765  -24.447706825
       1       3   -2.034413340   -5.776230598
       1       4   -0.838084613   -4.396820812
       1       5   -0.302528595   -3.796289180
       1       6   12.778870617   15.012998364
       1       7   15.599049477   18.045932924
       1       8   18.465281213   20.956121542
       1       9   19.275940782   22.002619368
       1      10   23.715689690   26.147370775
       1      11   32.536890461   35.187836892
       1      12   33.251484223   35.837764751
  0.750000000  0.500000000  0.250000000      12
       1       1  -39.338280465  -49.501556917
       1       2  -18.506880373  -24.335864182
       1       3   -1.749281558   -5.426912688
       1       4   -1.749279124   -5.426910255
       1       5   -0.466696772   -4.004892446
       1       6   14.821955880   17.294967627
       1       7   14.821957060   17.294968807
       1       8   17.158726951   19.615044572
       1       9   18.982836634   21.556262693
       1      10   27.071662091   29.580358051
       1      11   27.071663262   29.580359222
       1      12   33.601351578   36.362024348
  0.750000000  0.500000000  0.500000000      12
       1       1  -39.347067594  -49.507679335
       1       2  -18.615643745  -24.446969996
       1       3   -2.034414641   -5.775577577
       1       4   -0.838084124   -4.397714481
       1       5   -0.302527743   -3.795105429
       1       6   12.778870090   15.009123625
       1       7   15.599049883   18.049563330
       1       8   18.465281132   20.961416973
       1       9   19.275941714   21.997513608
       1      10   23.715689701   26.145540469
       1      11   32.536888872   35.185445443
       1      12   33.251485139   35.841296715
  0.750000000  0.500000000  0.750000000      12
       1       1  -39.356067381  -49.495730124
       1       2  -18.720679974  -24.563255039
       1       3   -1.523839331   -5.212183645
       1       4   -1.002495208   -4.584607903
       1       5    0.077241286   -3.353002664
       1       6   11.913848777   14.068318491
       1       7   15.558624948   17.961282749
